tempo_execucao_s,total_corridas,media_passageiros_por_corrida,distancia_total,beta
0.404252290725708,9998,1.0002000400080016,103545.94000000009,0.25
0.3753681182861328,9994,1.0006003602161297,103520.66000000006,0.5
0.40817761421203613,9987,1.0013016921998599,103443.94000000006,1.0
0.37273502349853516,9975,1.0025062656641603,103356.98000000008,1.5
0.35875892639160156,9956,1.004419445560466,103204.80000000012,2.0
0.3769557476043701,9909,1.0091835704914724,102914.98000000014,3.0
0.40871739387512207,9779,1.0225994477962983,102180.40000000008,5.0
