tempo_execucao_s,total_corridas,media_passageiros_por_corrida,distancia_total,alfa
0.41692304611206055,9999,1.000100010001,103550.17000000009,0.25
0.41295361518859863,9996,1.0004001600640255,103524.89000000007,0.5
0.415346622467041,9987,1.0013016921998599,103443.94000000006,1.0
0.40968823432922363,9972,1.0028078620136383,103297.29000000005,1.5
0.35658907890319824,9955,1.0045203415369162,103155.95000000008,2.0
0.4006521701812744,9908,1.0092854259184498,102850.21000000006,3.0
0.35314249992370605,9785,1.021972406745018,102083.73000000003,5.0
