tempo_execucao_s,total_corridas,media_passageiros_por_corrida,distancia_total,lambda
0.3929018974304199,9660,1.0351966873706004,101150.7900000001,0.5
0.40232348442077637,9662,1.03498240529911,101146.6200000001,0.6
0.40974998474121094,9664,1.0347682119205297,101143.20000000011,0.7
0.4021017551422119,9672,1.0339123242349049,101131.2800000001,0.8
0.40073680877685547,9672,1.0339123242349049,101131.2800000001,0.85
0.39884066581726074,9675,1.0335917312661498,101130.0800000001,0.9
0.4120197296142578,9677,1.0333781130515656,101129.1100000001,0.95
