tempo_execucao_s,total_corridas,media_passageiros_por_corrida,distancia_total,eta
0.41185927391052246,9987,1.0013016921998599,103443.94000000006,2
0.36298680305480957,9987,1.0013016921998599,103443.94000000006,3
0.40955018997192383,9987,1.0013016921998599,103443.94000000006,4
0.3543221950531006,9987,1.0013016921998599,103443.94000000006,5
0.39421987533569336,9987,1.0013016921998599,103443.94000000006,6
0.4074537754058838,9987,1.0013016921998599,103443.94000000006,8
0.40879344940185547,9987,1.0013016921998599,103443.94000000006,10
