tempo_execucao_s,total_corridas,media_passageiros_por_corrida,distancia_total,delta
0.4068739414215088,10000,1.0,103559.5100000001,50
0.4150683879852295,9997,1.000300090027008,103547.5700000001,100
0.4080049991607666,9993,1.0007004903432404,103487.32000000007,250
0.40641164779663086,9987,1.0013016921998599,103443.94000000006,500
0.43079280853271484,9978,1.0022048506714774,103393.49000000005,750
0.4092085361480713,9972,1.0028078620136383,103340.99000000006,1000
0.371065616607666,9963,1.003713740841112,103276.94000000009,1500
